"","match.id","series.id","duration..s.","mode","map","team","win.","score","player","kills","deaths","X...","k.d","kills.per.10min","deaths.per.10min","player.score","player.spm","damage.dealt","event"
"1239","Luminosity_Thieves_Gridlock_Control_3","lg100t",1030,"Control","Gridlock","Thieves","W",3,"Kenny",33,26,7,1.27,19.22,15.15,4600,267.96,5687,"Vegas"
"1240","Luminosity_Thieves_Gridlock_Control_3","lg100t",1030,"Control","Gridlock","Thieves","W",3,"Enable",23,24,-1,0.96,13.4,13.98,4525,263.59,5033,"Vegas"
"1241","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Luminosity","W",250,"Slacked",18,19,-1,0.95,16.88,17.81,3415,320.16,3623,"Vegas"
"1242","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Luminosity","W",250,"Formal",23,23,0,1,21.56,21.56,4320,405,4690,"Vegas"
"1243","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Thieves","L",156,"Octane",21,23,-2,0.91,19.69,21.56,3465,324.84,4035,"Vegas"
"1244","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Thieves","L",156,"Fero",22,26,-4,0.85,20.62,24.38,3195,299.53,4345,"Vegas"
"1245","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Luminosity","W",250,"Classic",33,16,17,2.06,30.94,15,4960,465,5572,"Vegas"
"1246","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Luminosity","W",250,"John",18,19,-1,0.95,16.88,17.81,3860,361.88,3780,"Vegas"
"1247","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Thieves","L",156,"Enable",17,23,-6,0.74,15.94,21.56,3095,290.16,4955,"Vegas"
"1248","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Thieves","L",156,"Kenny",16,24,-8,0.67,15,22.5,2620,245.62,3705,"Vegas"
"1249","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Thieves","L",156,"Slasher",20,24,-4,0.83,18.75,22.5,2860,268.12,4285,"Vegas"
"1250","Luminosity_Thieves_Gridlock_HP_1","lg100t",640,"Hardpoint","Gridlock","Luminosity","W",250,"Gunless",28,17,11,1.65,26.25,15.94,4310,404.06,5339,"Vegas"
"1251","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Thieves","L",75,"Fero",14,21,-7,0.67,19.53,29.3,1860,259.53,3190,"Vegas"
"1252","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Thieves","L",75,"Octane",8,21,-13,0.38,11.16,29.3,1730,241.4,2581,"Vegas"
"1253","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Luminosity","W",250,"Classic",21,18,3,1.17,29.3,25.12,2305,321.63,3894,"Vegas"
"1254","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Luminosity","W",250,"Gunless",28,11,17,2.55,39.07,15.35,3750,523.26,5278,"Vegas"
"1255","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Thieves","L",75,"Slasher",14,23,-9,0.61,19.53,32.09,2120,295.81,3124,"Vegas"
"1256","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Thieves","L",75,"Kenny",10,21,-11,0.48,13.95,29.3,1565,218.37,2714,"Vegas"
"1257","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Luminosity","W",250,"Formal",25,11,14,2.27,34.88,15.35,3160,440.93,4068,"Vegas"
"1258","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Luminosity","W",250,"Slacked",13,11,2,1.18,18.14,15.35,3255,454.19,2562,"Vegas"
"1259","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Thieves","L",75,"Enable",12,17,-5,0.71,16.74,23.72,1690,235.81,2492,"Vegas"
"1260","Luminosity_Thieves_Hacienda_HP_4","lg100t",430,"Hardpoint","Hacienda","Luminosity","W",250,"John",21,7,14,3,29.3,9.77,2970,414.42,3315,"Vegas"
"1261","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Luminosity","W",6,"Classic",7,6,1,1.17,NA,NA,1300,NA,1154,"Vegas"
"1262","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Luminosity","W",6,"Formal",8,5,3,1.6,NA,NA,1025,NA,1688,"Vegas"
"1263","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Thieves","L",4,"Fero",6,9,-3,0.67,NA,NA,850,NA,1635,"Vegas"
"1264","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Luminosity","W",6,"Slacked",9,8,1,1.12,NA,NA,1645,NA,1496,"Vegas"
"1265","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Thieves","L",4,"Octane",4,6,-2,0.67,NA,NA,490,NA,1399,"Vegas"
"1266","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Thieves","L",4,"Enable",7,9,-2,0.78,NA,NA,1100,NA,1160,"Vegas"
"1267","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Luminosity","W",6,"Gunless",4,4,0,1,NA,NA,625,NA,754,"Vegas"
"1268","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Thieves","L",4,"Kenny",6,5,1,1.2,NA,NA,1025,NA,1138,"Vegas"
"1269","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Thieves","L",4,"Slasher",7,8,-1,0.88,NA,NA,1250,NA,2344,"Vegas"
"1270","Luminosity_Thieves_Hacienda_SND_2","lg100t",NA,"Search & Destroy","Hacienda","Luminosity","W",6,"John",11,7,4,1.57,NA,NA,1520,NA,2040,"Vegas"
"1271","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","Luminosity","W",3,"Slacked",22,26,-4,0.85,14.35,16.96,3925,255.98,4930,"Vegas"
"1272","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","UYU","L",2,"Proto",25,22,3,1.14,16.3,14.35,4055,264.46,4319,"Vegas"
"1273","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","UYU","L",2,"Skyz",24,20,4,1.2,15.65,13.04,4450,290.22,5264,"Vegas"
"1274","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","UYU","L",2,"Nova",23,28,-5,0.82,15,18.26,3800,247.83,4494,"Vegas"
"1275","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","Luminosity","W",3,"Gunless",31,19,12,1.63,20.22,12.39,4325,282.07,5421,"Vegas"
"1276","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","UYU","L",2,"Mayhem",26,28,-2,0.93,16.96,18.26,4000,260.87,5647,"Vegas"
"1277","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","UYU","L",2,"Spoof",20,26,-6,0.77,13.04,16.96,4000,260.87,4448,"Vegas"
"1278","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","Luminosity","W",3,"Classic",18,22,-4,0.82,11.74,14.35,3775,246.2,4666,"Vegas"
"1279","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","Luminosity","W",3,"Formal",26,23,3,1.13,16.96,15,3775,246.2,6161,"Vegas"
"1280","Luminosity_UYU_Frequency_Control_3","lguyu",920,"Control","Frequency","Luminosity","W",3,"John",29,25,4,1.16,18.91,16.3,4775,311.41,6198,"Vegas"
"1281","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","Luminosity","W",250,"Formal",48,30,18,1.6,38.45,24.03,6190,495.86,8523,"Vegas"
"1282","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","UYU","L",213,"Spoof",28,35,-7,0.8,22.43,28.04,4875,390.52,6487,"Vegas"
"1283","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","Luminosity","W",250,"Slacked",25,30,-5,0.83,20.03,24.03,3805,304.81,5384,"Vegas"
"1284","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","Luminosity","W",250,"Gunless",31,33,-2,0.94,24.83,26.44,5220,418.16,6315,"Vegas"
"1285","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","UYU","L",213,"Nova",32,33,-1,0.97,25.63,26.44,4145,332.04,6314,"Vegas"
"1286","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","Luminosity","W",250,"John",32,27,5,1.19,25.63,21.63,4970,398.13,5991,"Vegas"
"1287","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","UYU","L",213,"Skyz",25,31,-6,0.81,20.03,24.83,3955,316.82,5586,"Vegas"
"1288","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","UYU","L",213,"Proto",32,33,-1,0.97,25.63,26.44,4840,387.72,5727,"Vegas"
"1289","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","Luminosity","W",250,"Classic",29,29,0,1,23.23,23.23,4670,374.1,5629,"Vegas"
"1290","Luminosity_UYU_Frequency_HP_1","lguyu",749,"Hardpoint","Frequency","UYU","L",213,"Mayhem",33,31,2,1.06,26.44,24.83,4560,365.29,6410,"Vegas"
"1291","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","UYU","L",1,"Skyz",4,6,-2,0.67,NA,NA,475,NA,1581,"Vegas"
"1292","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","UYU","L",1,"Spoof",3,5,-2,0.6,NA,NA,500,NA,656,"Vegas"
"1293","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","Luminosity","W",6,"John",7,2,5,3.5,NA,NA,1015,NA,1483,"Vegas"
"1294","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","Luminosity","W",6,"Gunless",7,3,4,2.33,NA,NA,940,NA,1373,"Vegas"
"1295","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","Luminosity","W",6,"Formal",4,6,-2,0.67,NA,NA,500,NA,879,"Vegas"
"1296","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","Luminosity","W",6,"Slacked",10,3,7,3.33,NA,NA,1655,NA,1266,"Vegas"
"1297","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","Luminosity","W",6,"Classic",5,4,1,1.25,NA,NA,940,NA,1339,"Vegas"
"1298","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","UYU","L",1,"Mayhem",3,6,-3,0.5,NA,NA,300,NA,1175,"Vegas"
"1299","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","UYU","L",1,"Nova",5,7,-2,0.71,NA,NA,600,NA,1111,"Vegas"
"1300","Luminosity_UYU_Frequency_SND_2","lguyu",NA,"Search & Destroy","Frequency","UYU","L",1,"Proto",5,6,-1,0.83,NA,NA,1080,NA,1173,"Vegas"
"1301","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Mazer Gaming","W",3,"Zaptius",17,16,1,1.06,12.44,11.71,2575,188.41,3145,"Vegas"
"1302","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Mazer Gaming","W",3,"Ramby",28,18,10,1.56,20.49,13.17,3620,264.88,5624,"Vegas"
"1303","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Lightning Pandas","L",1,"Alexx",17,18,-1,0.94,12.44,13.17,2325,170.12,3686,"Vegas"
"1304","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Lightning Pandas","L",1,"Peatie",22,22,0,1,16.1,16.1,3560,260.49,3964,"Vegas"
"1305","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Lightning Pandas","L",1,"Dqvee",21,18,3,1.17,15.37,13.17,3170,231.95,4843,"Vegas"
"1306","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Mazer Gaming","W",3,"TeddyRecks",17,23,-6,0.74,12.44,16.83,2625,192.07,2905,"Vegas"
"1307","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Mazer Gaming","W",3,"Apox",27,17,10,1.59,19.76,12.44,3450,252.44,5177,"Vegas"
"1308","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Lightning Pandas","L",1,"MadCat",21,16,5,1.31,15.37,11.71,3445,252.07,4249,"Vegas"
"1309","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Mazer Gaming","W",3,"Super",12,18,-6,0.67,8.78,13.17,2025,148.17,3617,"Vegas"
"1310","Mazer Gaming_Lightning Pandas_Arsenal_Control_3","mazerlp",820,"Control","Arsenal","Lightning Pandas","L",1,"Joshh",15,25,-10,0.6,10.98,18.29,1850,135.37,3490,"Vegas"
"1311","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Lightning Pandas","W",6,"MadCat",3,3,0,1,NA,NA,490,NA,742,"Vegas"
"1312","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Lightning Pandas","W",6,"Peatie",7,1,6,7,NA,NA,1435,NA,912,"Vegas"
"1313","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Mazer Gaming","L",0,"Apox",5,6,-1,0.83,NA,NA,660,NA,1215,"Vegas"
"1314","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Mazer Gaming","L",0,"Super",1,6,-5,0.17,NA,NA,100,NA,431,"Vegas"
"1315","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Mazer Gaming","L",0,"TeddyRecks",0,6,-6,0,NA,NA,130,NA,365,"Vegas"
"1316","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Mazer Gaming","L",0,"Zaptius",2,6,-4,0.33,NA,NA,300,NA,796,"Vegas"
"1317","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Lightning Pandas","W",6,"Dqvee",7,4,3,1.75,NA,NA,1470,NA,1188,"Vegas"
"1318","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Lightning Pandas","W",6,"Joshh",9,2,7,4.5,NA,NA,1335,NA,1745,"Vegas"
"1319","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Mazer Gaming","L",0,"Ramby",4,6,-2,0.67,NA,NA,475,NA,1194,"Vegas"
"1320","Mazer Gaming_Lightning Pandas_Arsenal_SND_5","mazerlp",NA,"Search & Destroy","Arsenal","Lightning Pandas","W",6,"Alexx",7,2,5,3.5,NA,NA,900,NA,1042,"Vegas"
"1321","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Mazer Gaming","W",6,"Apox",5,6,-1,0.83,NA,NA,675,NA,1086,"Vegas"
"1322","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Mazer Gaming","W",6,"TeddyRecks",6,6,0,1,NA,NA,1350,NA,1405,"Vegas"
"1323","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Mazer Gaming","W",6,"Zaptius",9,5,4,1.8,NA,NA,1290,NA,1374,"Vegas"
"1324","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Mazer Gaming","W",6,"Super",4,6,-2,0.67,NA,NA,800,NA,1219,"Vegas"
"1325","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Lightning Pandas","L",2,"Joshh",6,6,0,1,NA,NA,805,NA,1244,"Vegas"
"1326","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Lightning Pandas","L",2,"MadCat",7,5,2,1.4,NA,NA,750,NA,1836,"Vegas"
"1327","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Mazer Gaming","W",6,"Ramby",7,4,3,1.75,NA,NA,950,NA,1048,"Vegas"
"1328","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Lightning Pandas","L",2,"Alexx",6,7,-1,0.86,NA,NA,700,NA,954,"Vegas"
"1329","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Lightning Pandas","L",2,"Dqvee",3,6,-3,0.5,NA,NA,615,NA,1545,"Vegas"
"1330","Mazer Gaming_Lightning Pandas_Frequency_SND_2","mazerlp",NA,"Search & Destroy","Frequency","Lightning Pandas","L",2,"Peatie",5,7,-2,0.71,NA,NA,870,NA,982,"Vegas"
"1331","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Lightning Pandas","W",250,"Peatie",20,22,-2,0.91,17.14,18.86,3565,305.57,4206,"Vegas"
"1332","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Mazer Gaming","L",231,"TeddyRecks",22,25,-3,0.88,18.86,21.43,3425,293.57,4074,"Vegas"
"1333","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Lightning Pandas","W",250,"Joshh",18,25,-7,0.72,15.43,21.43,2840,243.43,4406,"Vegas"
"1334","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Lightning Pandas","W",250,"Dqvee",24,21,3,1.14,20.57,18,3935,337.29,4875,"Vegas"
"1335","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Lightning Pandas","W",250,"MadCat",23,14,9,1.64,19.71,12,3700,317.14,4796,"Vegas"
"1336","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Mazer Gaming","L",231,"Ramby",19,20,-1,0.95,16.29,17.14,3140,269.14,4425,"Vegas"
"1337","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Mazer Gaming","L",231,"Apox",20,21,-1,0.95,17.14,18,2755,236.14,4582,"Vegas"
"1338","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Mazer Gaming","L",231,"Zaptius",18,20,-2,0.9,15.43,17.14,2975,255,3113,"Vegas"
"1339","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Mazer Gaming","L",231,"Super",24,21,3,1.14,20.57,18,3680,315.43,4740,"Vegas"
"1340","Mazer Gaming_Lightning Pandas_Gridlock_HP_1","mazerlp",700,"Hardpoint","Gridlock","Lightning Pandas","W",250,"Alexx",24,19,5,1.26,20.57,16.29,3310,283.71,5705,"Vegas"
"1341","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Mazer Gaming","L",167,"Apox",22,23,-1,0.96,20.62,21.56,3155,295.78,5060,"Vegas"
"1342","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Lightning Pandas","W",250,"Dqvee",27,21,6,1.29,25.31,19.69,3140,294.38,4288,"Vegas"
"1343","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Lightning Pandas","W",250,"Alexx",30,19,11,1.58,28.12,17.81,4365,409.22,5479,"Vegas"
"1344","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Mazer Gaming","L",167,"Super",20,24,-4,0.83,18.75,22.5,2855,267.66,4693,"Vegas"
"1345","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Mazer Gaming","L",167,"Zaptius",19,23,-4,0.83,17.81,21.56,2985,279.84,3538,"Vegas"
"1346","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Mazer Gaming","L",167,"TeddyRecks",18,29,-11,0.62,16.88,27.19,2885,270.47,4148,"Vegas"
"1347","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Lightning Pandas","W",250,"MadCat",21,22,-1,0.95,19.69,20.62,3770,353.44,4204,"Vegas"
"1348","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Lightning Pandas","W",250,"Peatie",20,23,-3,0.87,18.75,21.56,4100,384.38,4298,"Vegas"
"1349","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Mazer Gaming","L",167,"Ramby",23,25,-2,0.92,21.56,23.44,3285,307.97,4598,"Vegas"
"1350","Mazer Gaming_Lightning Pandas_Hacienda_HP_4","mazerlp",640,"Hardpoint","Hacienda","Lightning Pandas","W",250,"Joshh",29,16,13,1.81,27.19,15,3495,327.66,5284,"Vegas"
"1351","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Mindfreak","L",191,"Excite",20,26,-6,0.77,17.91,23.28,3790,339.4,4650,"Vegas"
"1352","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Mindfreak","L",191,"Shockz",20,18,2,1.11,17.91,16.12,3310,296.42,4574,"Vegas"
"1353","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Mindfreak","L",191,"BuZZO",12,19,-7,0.63,10.75,17.01,2670,239.1,3201,"Vegas"
"1354","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Reciprocity","W",250,"Zed",22,21,1,1.05,19.7,18.81,3970,355.52,4938,"Vegas"
"1355","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Mindfreak","L",191,"Fighta",20,24,-4,0.83,17.91,21.49,2880,257.91,3717,"Vegas"
"1356","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Reciprocity","W",250,"Seany",20,21,-1,0.95,17.91,18.81,3365,301.34,4550,"Vegas"
"1357","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Reciprocity","W",250,"Wuskin",29,14,15,2.07,25.97,12.54,4130,369.85,5684,"Vegas"
"1358","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Reciprocity","W",250,"Denz",17,16,1,1.06,15.22,14.33,2945,263.73,3778,"Vegas"
"1359","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Reciprocity","W",250,"Tommey",27,18,9,1.5,24.18,16.12,2965,265.52,5071,"Vegas"
"1360","Mindfreak_Reciprocity_Arsenal_HP_4","mfrecip",670,"Hardpoint","Arsenal","Mindfreak","L",191,"Louqa",20,27,-7,0.74,17.91,24.18,2820,252.54,3870,"Vegas"
"1361","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Mindfreak","L",0,"BuZZO",5,16,-11,0.31,6.12,19.59,700,85.71,1745,"Vegas"
"1362","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Mindfreak","L",0,"Louqa",15,17,-2,0.88,18.37,20.82,2450,300,3510,"Vegas"
"1363","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Mindfreak","L",0,"Shockz",12,17,-5,0.71,14.69,20.82,2025,247.96,3103,"Vegas"
"1364","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Reciprocity","W",3,"Tommey",14,11,3,1.27,17.14,13.47,2375,290.82,2859,"Vegas"
"1365","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Reciprocity","W",3,"Seany",18,13,5,1.38,22.04,15.92,3385,414.49,3811,"Vegas"
"1366","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Reciprocity","W",3,"Zed",18,11,7,1.64,22.04,13.47,2425,296.94,2860,"Vegas"
"1367","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Mindfreak","L",0,"Fighta",12,18,-6,0.67,14.69,22.04,1855,227.14,2445,"Vegas"
"1368","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Mindfreak","L",0,"Excite",9,17,-8,0.53,11.02,20.82,120,14.69,1908,"Vegas"
"1369","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Reciprocity","W",3,"Wuskin",22,5,17,4.4,26.94,6.12,3130,383.27,3919,"Vegas"
"1370","Mindfreak_Reciprocity_Frequency_Control_3","mfrecip",490,"Control","Frequency","Reciprocity","W",3,"Denz",13,10,3,1.3,15.92,12.24,1800,220.41,2222,"Vegas"
"1371","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Mindfreak","L",230,"Louqa",23,30,-7,0.77,19.71,25.71,3460,296.57,6080,"Vegas"
"1372","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Reciprocity","W",250,"Zed",26,26,0,1,22.29,22.29,4020,344.57,5562,"Vegas"
"1373","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Reciprocity","W",250,"Denz",26,25,1,1.04,22.29,21.43,4100,351.43,5822,"Vegas"
"1374","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Mindfreak","L",230,"BuZZO",24,26,-2,0.92,20.57,22.29,3360,288,5629,"Vegas"
"1375","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Reciprocity","W",250,"Seany",16,25,-9,0.64,13.71,21.43,2715,232.71,3640,"Vegas"
"1376","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Reciprocity","W",250,"Wuskin",40,21,19,1.9,34.29,18,5140,440.57,7327,"Vegas"
"1377","Mindfreak_Reciprocity_Hacienda_HP_1","mfrecip",700,"Hardpoint","Hacienda","Mindfreak","L",230,"Shockz",32,27,5,1.19,27.43,23.14,4490,384.86,5678,"Vegas"
