"","match.id","series.id","duration..s.","mode","map","team","win.","score","player","kills","deaths","X...","k.d","kills.per.10min","deaths.per.10min","player.score","player.spm","damage.dealt","event"
"307","eUnited_Thieves_Gridlock_Control_3","eu100t",640,"Control","Gridlock","eUnited","L",0,"Clayster",12,18,-6,0.67,11.25,16.88,1890,177.19,3287,"Vegas"
"308","eUnited_Thieves_Gridlock_Control_3","eu100t",640,"Control","Gridlock","eUnited","L",0,"Abezy",14,18,-4,0.78,13.12,16.88,2440,228.75,3241,"Vegas"
"309","eUnited_Thieves_Gridlock_Control_3","eu100t",640,"Control","Gridlock","Thieves","W",3,"Fero",17,15,2,1.13,15.94,14.06,2785,261.09,4125,"Vegas"
"310","eUnited_Thieves_Gridlock_Control_3","eu100t",640,"Control","Gridlock","eUnited","L",0,"JKap",14,19,-5,0.74,13.12,17.81,1775,166.41,2943,"Vegas"
"311","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Splyce","W",3,"Loony",12,14,-2,0.86,12.86,15,2760,295.71,2406,"Vegas"
"312","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Evil Geniuses","L",0,"Felo",7,18,-11,0.39,7.5,19.29,1610,172.5,2579,"Vegas"
"313","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Evil Geniuses","L",0,"Goonjar",17,17,0,1,18.21,18.21,2150,230.36,3154,"Vegas"
"314","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Splyce","W",3,"Aqua",13,15,-2,0.87,13.93,16.07,2725,291.96,2569,"Vegas"
"315","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Splyce","W",3,"Accuracy",18,11,7,1.64,19.29,11.79,2680,287.14,3364,"Vegas"
"316","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Evil Geniuses","L",0,"Saints",13,12,1,1.08,13.93,12.86,1990,213.21,2703,"Vegas"
"317","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Evil Geniuses","L",0,"Royalty",12,15,-3,0.8,12.86,16.07,2025,216.96,2559,"Vegas"
"318","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Splyce","W",3,"Jurd",14,12,2,1.17,15,12.86,2700,289.29,2524,"Vegas"
"319","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Splyce","W",3,"Temp",20,11,9,1.82,21.43,11.79,2580,276.43,4583,"Vegas"
"320","Evil Geniuses_Splyce_Arsenal_Control_3","egsplyce",560,"Control","Arsenal","Evil Geniuses","L",0,"Xotic",15,14,1,1.07,16.07,15,1975,211.61,2688,"Vegas"
"321","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Splyce","W",250,"Accuracy",25,23,2,1.09,22.69,20.88,4440,403.03,5150,"Vegas"
"322","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Evil Geniuses","L",195,"Xotic",25,25,0,1,22.69,22.69,3660,332.22,4736,"Vegas"
"323","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Evil Geniuses","L",195,"Felo",30,26,4,1.15,27.23,23.6,4915,446.14,6442,"Vegas"
"324","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Splyce","W",250,"Aqua",31,25,6,1.24,28.14,22.69,4160,377.61,4751,"Vegas"
"325","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Evil Geniuses","L",195,"Royalty",25,33,-8,0.76,22.69,29.95,3675,333.59,4754,"Vegas"
"326","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Evil Geniuses","L",195,"Saints",21,29,-8,0.72,19.06,26.32,3710,336.76,3888,"Vegas"
"327","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Splyce","W",250,"Loony",30,27,3,1.11,27.23,24.51,4550,413.01,5682,"Vegas"
"328","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Evil Geniuses","L",195,"Goonjar",17,28,-11,0.61,15.43,25.42,2800,254.16,4426,"Vegas"
"329","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Splyce","W",250,"Jurd",28,27,1,1.04,25.42,24.51,5435,493.34,5690,"Vegas"
"330","Evil Geniuses_Splyce_Hacienda_HP_1","egsplyce",661,"Hardpoint","Hacienda","Splyce","W",250,"Temp",30,17,13,1.76,27.23,15.43,4640,421.18,6258,"Vegas"
"331","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Evil Geniuses","L",4,"Xotic",7,8,-1,0.88,NA,NA,1365,NA,1655,"Vegas"
"332","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Evil Geniuses","L",4,"Royalty",6,10,-4,0.6,NA,NA,900,NA,1391,"Vegas"
"333","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Evil Geniuses","L",4,"Felo",9,10,-1,0.9,NA,NA,1100,NA,1929,"Vegas"
"334","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Temp",11,8,3,1.38,NA,NA,1850,NA,2014,"Vegas"
"335","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Accuracy",6,6,0,1,NA,NA,1100,NA,1672,"Vegas"
"336","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Loony",10,7,3,1.43,NA,NA,1575,NA,1464,"Vegas"
"337","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Evil Geniuses","L",4,"Saints",9,6,3,1.5,NA,NA,1140,NA,1702,"Vegas"
"338","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Evil Geniuses","L",4,"Goonjar",4,8,-4,0.5,NA,NA,1215,NA,1765,"Vegas"
"339","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Aqua",11,5,6,2.2,NA,NA,1775,NA,2151,"Vegas"
"340","Evil Geniuses_Splyce_Hacienda_SND_2","egsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Jurd",8,8,0,1,NA,NA,1315,NA,1989,"Vegas"
"341","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Evil Geniuses","L",1,"Felo",18,22,-4,0.82,15,18.33,2835,236.25,4391,"Vegas"
"342","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Evil Geniuses","L",1,"Goonjar",23,21,2,1.1,19.17,17.5,3575,297.92,4799,"Vegas"
"343","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Team Heretics","W",3,"Lucky",26,14,12,1.86,21.67,11.67,4340,361.67,4691,"Vegas"
"344","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Team Heretics","W",3,"JurNii",14,18,-4,0.78,11.67,15,2825,235.42,4048,"Vegas"
"345","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Evil Geniuses","L",1,"Royalty",13,21,-8,0.62,10.83,17.5,2075,172.92,2683,"Vegas"
"346","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Team Heretics","W",3,"Methodzsick",15,20,-5,0.75,12.5,16.67,2565,213.75,3926,"Vegas"
"347","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Team Heretics","W",3,"Sukry",19,19,0,1,15.83,15.83,2975,247.92,4147,"Vegas"
"348","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Evil Geniuses","L",1,"Saints",22,19,3,1.16,18.33,15.83,3890,324.17,4543,"Vegas"
"349","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Evil Geniuses","L",1,"Xotic",16,17,-1,0.94,13.33,14.17,3055,254.58,4090,"Vegas"
"350","Evil Geniuses_Team Heretics_Frequency_Control_3","egher",720,"Control","Frequency","Team Heretics","W",3,"Mettalz",27,19,8,1.42,22.5,15.83,4185,348.75,5100,"Vegas"
"351","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Team Heretics","W",6,"Sukry",10,7,3,1.43,NA,NA,1430,NA,1998,"Vegas"
"352","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Team Heretics","W",6,"Mettalz",3,9,-6,0.33,NA,NA,975,NA,1576,"Vegas"
"353","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Evil Geniuses","L",4,"Xotic",10,7,3,1.43,NA,NA,1825,NA,2345,"Vegas"
"354","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Evil Geniuses","L",4,"Royalty",9,7,2,1.29,NA,NA,1050,NA,1186,"Vegas"
"355","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Evil Geniuses","L",4,"Saints",5,9,-4,0.56,NA,NA,830,NA,1526,"Vegas"
"356","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Evil Geniuses","L",4,"Goonjar",8,9,-1,0.89,NA,NA,1400,NA,1926,"Vegas"
"357","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Evil Geniuses","L",4,"Felo",5,8,-3,0.62,NA,NA,1050,NA,958,"Vegas"
"358","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Team Heretics","W",6,"Lucky",12,4,8,3,NA,NA,1550,NA,2097,"Vegas"
"359","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Team Heretics","W",6,"Methodzsick",12,8,4,1.5,NA,NA,1600,NA,2086,"Vegas"
"360","Evil Geniuses_Team Heretics_Gridlock_SND_2","egher",NA,"Search & Destroy","Gridlock","Team Heretics","W",6,"JurNii",4,9,-5,0.44,NA,NA,1000,NA,1399,"Vegas"
"361","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Team Heretics","W",250,"Mettalz",24,24,0,1,21.95,21.95,3740,342.07,4373,"Vegas"
"362","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Evil Geniuses","L",245,"Felo",21,26,-5,0.81,19.21,23.78,3025,276.68,4963,"Vegas"
"363","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Evil Geniuses","L",245,"Saints",31,26,5,1.19,28.35,23.78,3990,364.94,5182,"Vegas"
"364","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Team Heretics","W",250,"JurNii",23,21,2,1.1,21.04,19.21,3830,350.3,4672,"Vegas"
"365","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Team Heretics","W",250,"Sukry",32,19,13,1.68,29.27,17.38,4440,406.1,6438,"Vegas"
"366","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Evil Geniuses","L",245,"Royalty",34,19,15,1.79,31.1,17.38,4045,369.97,5734,"Vegas"
"367","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Evil Geniuses","L",245,"Goonjar",15,23,-8,0.65,13.72,21.04,2425,221.8,3653,"Vegas"
"368","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Team Heretics","W",250,"Lucky",24,24,0,1,21.95,21.95,4315,394.66,5066,"Vegas"
"369","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Evil Geniuses","L",245,"Xotic",15,25,-10,0.6,13.72,22.87,2435,222.71,4017,"Vegas"
"370","Evil Geniuses_Team Heretics_Hacienda_HP_1","egher",656,"Hardpoint","Hacienda","Team Heretics","W",250,"Methodzsick",19,25,-6,0.76,17.38,22.87,2950,269.82,4097,"Vegas"
"371","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","Evil Geniuses","W",250,"Xotic",NA,NA,NA,NA,NA,NA,3410,366.15,4437,"Vegas"
"372","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","Evil Geniuses","W",250,"Royalty",NA,NA,NA,NA,NA,NA,2625,281.86,3612,"Vegas"
"373","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","Evil Geniuses","W",250,"Saints",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vegas"
"374","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","Evil Geniuses","W",250,"Goonjar",NA,NA,NA,NA,NA,NA,3370,361.86,4637,"Vegas"
"375","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","Evil Geniuses","W",250,"Felo",NA,NA,NA,NA,NA,NA,2365,253.95,2744,"Vegas"
"376","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","UYU","L",131,"Mayhem",NA,NA,NA,NA,NA,NA,2500,268.44,3609,"Vegas"
"377","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","UYU","L",131,"Nova",NA,NA,NA,NA,NA,NA,1505,161.6,2525,"Vegas"
"378","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","UYU","L",131,"Proto",NA,NA,NA,NA,NA,NA,2900,311.39,3295,"Vegas"
"379","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","UYU","L",131,"Skyz",NA,NA,NA,NA,NA,NA,1460,156.77,2901,"Vegas"
"380","Evil Geniuses_UYU_Gridlock_HP_1","eguyu",558.78,"Hardpoint","Gridlock","UYU","L",131,"Spoof",NA,NA,NA,NA,NA,NA,2195,235.69,3699,"Vegas"
"381","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","Evil Geniuses","W",6,"Xotic",9,2,7,4.5,NA,NA,1375,NA,1644,"Vegas"
"382","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","Evil Geniuses","W",6,"Royalty",7,4,3,1.75,NA,NA,1140,NA,1094,"Vegas"
"383","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","Evil Geniuses","W",6,"Saints",5,6,-1,0.83,NA,NA,NA,NA,1275,"Vegas"
"384","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","Evil Geniuses","W",6,"Goonjar",6,3,3,2,NA,NA,1045,NA,1452,"Vegas"
"385","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","Evil Geniuses","W",6,"Felo",6,4,2,1.5,NA,NA,1200,NA,1081,"Vegas"
"386","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","UYU","L",2,"Mayhem",4,6,-2,0.67,NA,NA,475,NA,923,"Vegas"
"387","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","UYU","L",2,"Nova",5,6,-1,0.83,NA,NA,650,NA,942,"Vegas"
"388","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","UYU","L",2,"Proto",4,7,-3,0.57,NA,NA,795,NA,1123,"Vegas"
"389","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","UYU","L",2,"Skyz",1,6,-5,0.17,NA,NA,415,NA,1371,"Vegas"
"390","Evil Geniuses_UYU_Hacienda_SND_2","eguyu",NA,"Search & Destroy","Hacienda","UYU","L",2,"Spoof",5,7,-2,0.71,NA,NA,775,NA,930,"Vegas"
"391","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","UYU","W",3,"Proto",16,18,-2,0.89,13.71,15.43,2715,232.71,3562,"Vegas"
"392","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","UYU","W",3,"Skyz",26,11,15,2.36,22.29,9.43,3410,292.29,4334,"Vegas"
"393","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","Evil Geniuses","L",0,"Felo",13,19,-6,0.68,11.14,16.29,1980,169.71,2972,"Vegas"
"394","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","UYU","W",3,"Nova",11,16,-5,0.69,9.43,13.71,1600,137.14,2719,"Vegas"
"395","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","UYU","W",3,"Spoof",17,12,5,1.42,14.57,10.29,2325,199.29,3320,"Vegas"
"396","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","UYU","W",3,"Mayhem",19,16,3,1.19,16.29,13.71,2925,250.71,4362,"Vegas"
"397","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","Evil Geniuses","L",0,"Xotic",19,18,1,1.06,16.29,15.43,3050,261.43,3981,"Vegas"
"398","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","Evil Geniuses","L",0,"Goonjar",17,15,2,1.13,14.57,12.86,3055,261.86,3041,"Vegas"
"399","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","Evil Geniuses","L",0,"Royalty",12,18,-6,0.67,10.29,15.43,2250,192.86,2657,"Vegas"
"400","Evil Geniuses_UYU_Seaside_Control_3","eguyu",700,"Control","Seaside","Evil Geniuses","L",0,"Saints",12,19,-7,0.63,10.29,16.29,2145,183.86,2996,"Vegas"
"401","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","Evil Geniuses","W",250,"Xotic",30,13,17,2.31,27.58,11.95,4825,443.6,5723,"Vegas"
"402","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","Evil Geniuses","W",250,"Royalty",25,23,2,1.09,22.98,21.15,3375,310.29,4117,"Vegas"
"403","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","Evil Geniuses","W",250,"Saints",17,19,-2,0.89,15.63,17.47,3510,322.7,3398,"Vegas"
"404","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","Evil Geniuses","W",250,"Goonjar",19,20,-1,0.95,17.47,18.39,2500,229.84,4224,"Vegas"
"405","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","Evil Geniuses","W",250,"Felo",17,20,-3,0.85,15.63,18.39,3005,276.27,3894,"Vegas"
"406","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","UYU","L",199,"Mayhem",14,21,-7,0.67,12.87,19.31,2085,191.69,3795,"Vegas"
"407","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","UYU","L",199,"Nova",16,18,-2,0.89,14.71,16.55,2790,256.5,3256,"Vegas"
"408","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","UYU","L",199,"Proto",18,26,-8,0.69,16.55,23.9,2615,240.42,3827,"Vegas"
"409","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","UYU","L",199,"Skyz",26,18,8,1.44,23.9,16.55,3650,335.57,5096,"Vegas"
"410","Evil Geniuses_UYU_Seaside_HP_4","eguyu",652.62,"Hardpoint","Seaside","UYU","L",199,"Spoof",20,22,-2,0.91,18.39,20.23,3350,307.99,4450,"Vegas"
"411","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","Splyce","W",250,"Aqua",24,16,8,1.5,23.61,15.74,3405,334.92,3780,"Vegas"
"412","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","ExcelerateGG","L",157,"ProFeeZy",30,17,13,1.76,29.51,16.72,3685,362.46,4262,"Vegas"
"413","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","Splyce","W",250,"Loony",24,21,3,1.14,23.61,20.66,3975,390.98,4247,"Vegas"
"414","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","Splyce","W",250,"Temp",22,22,0,1,21.64,21.64,2650,260.66,5398,"Vegas"
"415","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","ExcelerateGG","L",157,"Beehzy",13,21,-8,0.62,12.79,20.66,1880,184.92,3515,"Vegas"
"416","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","ExcelerateGG","L",157,"FA5TBALLA",26,24,2,1.08,25.57,23.61,3130,307.87,5721,"Vegas"
"417","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","ExcelerateGG","L",157,"Believe",13,21,-8,0.62,12.79,20.66,1865,183.44,3097,"Vegas"
"418","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","Splyce","W",250,"Accuracy",14,13,1,1.08,13.77,12.79,3405,334.92,3780,"Vegas"
"419","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","Splyce","W",250,"Jurd",19,19,0,1,18.69,18.69,3105,305.41,5398,"Vegas"
"420","ExcelerateGG_Splyce_Arsenal_HP_4","exsplyce",610,"Hardpoint","Arsenal","ExcelerateGG","L",157,"MRuiz",11,18,-7,0.61,10.82,17.7,1965,193.28,2797,"Vegas"
"421","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","ExcelerateGG","L",1,"Believe",15,20,-5,0.75,11.39,15.19,2675,203.16,3571,"Vegas"
"422","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","ExcelerateGG","L",1,"Beehzy",8,23,-15,0.35,6.08,17.47,1550,117.72,2828,"Vegas"
"423","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","Splyce","W",3,"Temp",21,15,6,1.4,15.95,11.39,3510,266.58,4680,"Vegas"
"424","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","Splyce","W",3,"Accuracy",15,10,5,1.5,11.39,7.59,3055,232.03,3755,"Vegas"
"425","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","ExcelerateGG","L",1,"ProFeeZy",11,25,-14,0.44,8.35,18.99,2475,187.97,3138,"Vegas"
"426","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","Splyce","W",3,"Aqua",21,19,2,1.11,15.95,14.43,4210,319.75,4440,"Vegas"
"427","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","Splyce","W",3,"Loony",30,10,20,3,22.78,7.59,4430,336.46,5054,"Vegas"
"428","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","ExcelerateGG","L",1,"FA5TBALLA",24,23,1,1.04,18.23,17.47,2900,220.25,4462,"Vegas"
"429","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","Splyce","W",3,"Jurd",22,21,1,1.05,16.71,15.95,3925,298.1,4407,"Vegas"
"430","ExcelerateGG_Splyce_Frequency_Control_3","exsplyce",790,"Control","Frequency","ExcelerateGG","L",1,"MRuiz",18,17,1,1.06,13.67,12.91,2540,192.91,4137,"Vegas"
"431","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","Splyce","L",197,"Loony",20,26,-6,0.77,17.14,22.29,3185,273,3610,"Vegas"
"432","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","Splyce","L",197,"Temp",21,29,-8,0.72,18,24.86,2925,250.71,4978,"Vegas"
"433","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","ExcelerateGG","W",250,"ProFeeZy",32,20,12,1.6,27.43,17.14,4280,366.86,6291,"Vegas"
"434","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","Splyce","L",197,"Aqua",21,26,-5,0.81,18,22.29,3215,275.57,4353,"Vegas"
"435","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","ExcelerateGG","W",250,"Beehzy",17,16,1,1.06,14.57,13.71,2870,246,4442,"Vegas"
"436","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","ExcelerateGG","W",250,"FA5TBALLA",28,27,1,1.04,24,23.14,3855,330.43,5492,"Vegas"
"437","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","ExcelerateGG","W",250,"Believe",24,21,3,1.14,20.57,18,4875,417.86,4896,"Vegas"
"438","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","ExcelerateGG","W",250,"MRuiz",30,23,7,1.3,25.71,19.71,4285,367.29,5242,"Vegas"
"439","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","Splyce","L",197,"Accuracy",29,21,8,1.38,24.86,18,4015,344.14,6424,"Vegas"
"440","ExcelerateGG_Splyce_Gridlock_HP_1","exsplyce",700,"Hardpoint","Gridlock","Splyce","L",197,"Jurd",17,26,-9,0.65,14.57,22.29,2735,234.43,4256,"Vegas"
"441","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","ExcelerateGG","L",3,"MRuiz",5,6,-1,0.83,NA,NA,1330,NA,1263,"Vegas"
"442","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","ExcelerateGG","L",3,"Believe",6,9,-3,0.67,NA,NA,920,NA,1493,"Vegas"
"443","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","ExcelerateGG","L",3,"ProFeeZy",12,6,6,2,NA,NA,1825,NA,1826,"Vegas"
"444","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Temp",4,6,-2,0.67,NA,NA,650,NA,1304,"Vegas"
"445","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Accuracy",9,7,2,1.29,NA,NA,1100,NA,1745,"Vegas"
"446","ExcelerateGG_Splyce_Hacienda_SND_2","exsplyce",NA,"Search & Destroy","Hacienda","Splyce","W",6,"Loony",4,7,-3,0.57,NA,NA,775,NA,844,"Vegas"
